Strain,-pxx/10000,-pyy/10000,-pzz/10000
6.91526732213017e-16,-0.0294322255802522,0.0251174575133037,-0.0495002746747704
0.00100000000000061,0.0112527698928908,-0.0152648932804843,-0.0905945233095132
0.00200000000000053,0.156941603392165,0.0264413645981088,0.0550177995795691
0.00300000000000062,0.164723183698064,-0.0342467621891886,0.0674621326509788
0.00400000000000054,0.084223057575021,0.0243589433887151,-0.0331049909760372
0.00500000000000063,0.233005819788718,-0.02038086907469,-0.012960096764798
0.00600000000000055,0.257844457252273,0.0607842841729922,-0.0446416596311751
0.00700000000000065,0.412103181966149,0.0974705148872157,0.0608390697973628
0.00800000000000057,0.266047925737318,0.0137888240443921,-0.0184893793707926
0.00900000000000066,0.321025167786107,-0.0995276569078368,-0.143483090055903
0.0100000000000006,0.397349807886237,-0.0124964848226867,0.0754971622108563
0.0110000000000007,0.458740118067369,0.00468883543432201,-0.0184802791089077
0.0120000000000006,0.56513939049308,0.0121718723412006,0.0652231916441745
0.0130000000000007,0.544025193545401,-0.15325959600683,-0.0436745249811311
0.0140000000000006,0.66283916624882,0.0135899651962171,0.0938096369612904
0.0150000000000007,0.798723364313078,0.099453052456256,0.10421230610849
0.0160000000000006,0.811887280635651,0.0462328222103749,-0.0499540494644809
0.0170000000000005,0.819679052042695,0.0160813443119078,-0.00116121230167847
0.0180000000000006,0.902110043738391,0.00449883174921982,0.00296018957110939
0.0190000000000005,0.882497022809928,0.0761580975174886,0.034790712019045
0.0200000000000006,0.901434511104533,-0.0215091763944814,-0.0750903973351818
0.0210000000000006,0.984819570138303,0.011850670393373,-0.0414400907267516
0.0220000000000006,1.07561632078806,-0.0337440069671004,0.0742551300560049
0.0230000000000006,0.982320569270114,-0.0433793758752592,-0.00518831016509671
0.0240000000000007,1.12574745458904,-0.0397730056993619,-0.00925562937224754
0.0250000000000006,1.14591137177289,-0.0116460918225717,0.082981071820833
0.0260000000000007,1.17542537844251,0.0199653340619556,0.0815841079047964
0.0270000000000006,1.12980774863996,-0.0287016552502872,-0.0600299220218833
0.0280000000000007,1.30494674060978,0.004230034453185,-0.0681490307715168
0.0290000000000006,1.36893828616245,0.0865373248573949,0.00856997088913487
0.0300000000000007,1.4133721394781,0.110415398928091,0.0459397166263751
0.0310000000000006,1.42891607467055,-0.069904446846312,-0.0816621585828535
0.0320000000000005,1.36267580552593,-0.0316453022399842,-0.020614144478082
0.0330000000000006,1.46412017908792,-0.0702135089598788,0.0178844198670782
0.0340000000000007,1.64767231943713,0.0134247520388739,0.0926068102823561
0.0350000000000006,1.56478397332206,0.107410837360815,0.0445886677864512
0.0360000000000006,1.53823471777361,0.0758409172534501,-0.14590242835859
0.0370000000000007,1.71108432893013,0.0536539183357699,0.0227974701548054
0.0380000000000006,1.75430758813876,-0.0239319343486005,0.0808056270630132
0.0390000000000007,1.75206133104943,0.0992645385436556,0.012088840119007
0.0400000000000006,1.91958736293327,0.0437025542799159,0.132776604207893
0.0410000000000007,1.85149528323542,-0.0801167752437432,-0.105724176724162
0.0420000000000006,1.8613001372191,0.00457600467065822,-0.0221009574561077
0.0430000000000007,1.94158235019469,0.117118764277187,0.103544915642403
0.0440000000000006,2.01094966166097,-0.00813268784782644,-0.0541926766682452
0.0450000000000007,2.05999431993637,0.0263630598337283,0.000710877432344696
0.0460000000000006,2.03815723062616,-0.0831030111397529,-0.0689328270454717
0.0470000000000007,2.1640972529364,0.0669329050588056,-0.00968609550795872
0.0480000000000006,2.16869868684273,-0.0625630468041138,0.0210173087675014
0.0490000000000007,2.24431486359224,0.0585253967000205,0.0693105731568157
0.0500000000000006,2.1388220003418,0.0623137808303964,0.0850565927880942
0.0510000000000006,2.30755866464085,-0.0672260354257221,-0.0237693674805127
0.0520000000000006,2.34508153969224,-0.00757888265234477,0.00379110119934709
0.0530000000000006,2.31019923074836,-0.0337713613574049,-0.0361602472279587
0.0540000000000007,2.4765985616167,0.0698036875992831,0.013322106516355
0.0550000000000006,2.42822107208723,0.123591305968439,-0.0215304211688552
0.0560000000000007,2.54844156449866,0.0785488974833906,-0.0219782493224849
0.0570000000000006,2.4646540173949,-0.138715830844416,-0.0259121158166604
0.0580000000000007,2.56479850998501,0.0285182234155471,-0.0173023416138781
0.0590000000000006,2.75941935726754,0.204402045818579,0.00941866938963996
0.0600000000000007,2.6510519191913,-0.047562875723359,-0.0687253491799291
0.0610000000000006,2.59113226388651,-0.0450591083032909,-0.108238008134928
0.0620000000000007,2.72768128179685,-0.0190183496755763,0.0919716235414284
0.0630000000000006,2.78908629089882,-0.0855360393942154,0.106013562336544
0.0640000000000007,2.68447292566149,-0.0875965390202606,-0.0526667756014907
0.0650000000000006,2.83139906075436,-0.0155099426338956,0.0485530607113965
0.0660000000000007,2.91220373425027,0.151013011775701,0.0405121390380576
0.0670000000000007,2.94567317057951,0.0383777803408894,0.00750239477534037
0.0680000000000007,2.88907118733814,0.0391805786220713,-0.0577489145681302
0.0690000000000007,2.9460089640128,0.0731404682170981,-0.145641504320274
0.0700000000000006,3.04521520450085,0.114084112287237,-0.00877062111878717
0.0710000000000007,3.120678478242,0.118732657468464,0.146044602113495
0.0720000000000006,3.06562688145641,-0.10498486227097,0.0655727688846808
0.0730000000000007,3.04444715350144,-0.122756435752841,-0.103309640605388
0.0740000000000006,3.17816499939945,0.0696356822696635,0.116894570237538
0.0750000000000007,3.23957491702965,-0.0276017227582459,0.115282595259797
0.0760000000000006,3.21741972061909,0.0647784795784717,-0.0881150305932122
0.0770000000000007,3.23500862187679,-0.0563724313477786,-0.0293802849879118
0.0780000000000006,3.30850466900104,0.0177477969775336,-0.163429687042617
0.0790000000000007,3.23531369161169,0.159454961780701,-0.0368604467139817
0.0800000000000006,3.42244181351023,0.041294610646136,0.0477880136813905
0.0810000000000006,3.37744420735204,0.117618261755147,-0.0626540694047109
0.0820000000000007,3.25212851813123,-0.218262283931306,-0.101373496033415
0.0830000000000008,3.36217770231548,0.0512371764834245,0.0688242369594661
0.0840000000000007,3.60141156126709,0.146922392472564,0.0588541005375971
0.0850000000000006,3.3931012376347,-0.0178530109893702,0.0641481609774135
0.0860000000000007,3.42758248133546,-0.100212282039835,-0.147480647000754
0.0870000000000006,3.39264517497152,0.0307406311731571,-0.060902309898899
0.0880000000000007,3.43787224090403,0.056131504382552,0.124743785262224
